ID,TR_1_EventInd,TR_2_EventInd,TR_3_EventInd,feature_10_A,feature_10_B,feature_10_F,feature_10_G,feature_1_A,feature_1_B,feature_1_C,feature_1_D,feature_1_E,feature_1_F,feature_1_G,feature_2_A,feature_2_B,feature_2_C,feature_2_D,feature_2_E,feature_2_F,feature_2_G,feature_3_A,feature_3_B,feature_3_C,feature_3_D,feature_3_E,feature_3_F,feature_3_G,feature_4_A,feature_4_B,feature_4_C,feature_4_E,feature_4_F,feature_4_G,feature_5_A,feature_5_B,feature_5_C,feature_5_D,feature_5_E,feature_5_F,feature_5_G,feature_6_A,feature_6_B,feature_6_C,feature_6_D,feature_6_E,feature_6_F,feature_6_G,feature_7_A,feature_7_B,feature_7_C,feature_7_D,feature_7_E,feature_7_F,feature_7_G,feature_8_A,feature_8_B,feature_8_C,feature_8_D,feature_8_E,feature_8_F,feature_8_G,feature_9_A,feature_9_B,feature_9_C,feature_9_D,feature_9_E,feature_9_F,feature_9_G,feature_X_A,feature_X_B,feature_X_C,feature_X_D,index_1,index_2,index_3,Target
157,,,,0.0,0.0,0.0,0.0,0.0,0.004,1.4960271494696002,-1.136157666245815,170.36307065,1.0,0.0,1.0,0.008,1.7264900414465794,-0.8127845613926594,48.57678570714286,1.0,6.0,1.0,0.01,1.4969972936019385,-0.9227336327164092,140.93478526428572,1.0,4.0,0.0,0.004,0.2690512548571782,106.79562827857144,0.0,0.0,1.0,0.031,1.4284073604326906,-0.9044557399118888,99.73607174285712,1.0,1.0,1.0,0.027,2.184635427693719,1.672841171204613,247.6648577,1.0,4.0,1.0,0.014,1.96328721375724,0.4055828241177827,311.86114315714286,1.0,4.0,1.0,0.023,1.2179715657763568,-0.8175257839324122,87.7278237,1.0,4.0,1.0,0.028,-0.2382407286343284,-0.993979829616882,2.316857142857143,0.0,0.0,1,0.04,2.0780743313696592,-1.0138857964927193,,,,1
158,,,,0.0,0.019,0.0,0.0,0.0,0.004,0.1467000303060156,-0.8843770780274802,123.24421451428572,1.0,0.0,1.0,0.011,0.8674152587581686,-0.8339988914539906,42.41814289285714,1.0,1.0,1.0,0.009,0.5094672288070502,-1.1181690053646829,116.08978586428572,1.0,1.0,0.0,0.008,-1.7175705278813465,105.93010670714284,0.0,0.0,1.0,0.04,1.674211143380104,-0.1848142205938883,12.007089264285714,1.0,1.0,1.0,0.012,1.0821443171479808,-0.7271343363390659,111.12942885714286,1.0,1.0,1.0,0.01,0.3809910950305946,-0.803243850488942,210.85878555714288,1.0,1.0,0.0,0.026,0.6923062148182675,0.7677348073247381,14.839485764285715,0.0,0.0,0.0,0.031,-0.7867957924671314,-0.7798281040200634,2.100714285714286,0.0,0.0,0,0.007,0.2221226252932777,-0.3630512292532906,,,,1
159,,1.0,,1.0,0.013,0.0,0.0,0.0,0.004,1.2538604428471565,0.9747797464600908,124.55528600714284,0.0,2.0,0.0,0.01,-1.2132502709151696,-0.6169736952234728,57.64628570714286,0.0,0.0,1.0,0.007,1.215598080662887,0.1772038312213066,155.59800034285715,1.0,1.0,0.0,0.005,0.9824152678787396,109.28368575,1.0,0.0,1.0,0.021,1.1807812866021088,0.4454937822272577,57.58203570714286,1.0,1.0,1.0,0.008,1.4785814404030202,0.6015307545790582,163.90250015714284,1.0,1.0,0.0,0.005,1.021712201288094,0.3247668518862021,270.12342811428573,1.0,1.0,1.0,0.035,1.8163854223328864,0.2209040187385604,21.016038057142858,1.0,5.0,1.0,0.053,1.586404158151307,1.061857982520455,4.817642857142857,1.0,1.0,1,0.059,-1.21612059392778,0.7306344253075779,,,,0
160,,,,1.0,0.083,0.0,1.0,0.0,0.019,1.092266978052158,1.056826569579254,160.08471331428572,1.0,0.0,0.0,0.011,0.3698357279021828,-0.8461809395963512,47.10628582142857,1.0,0.0,1.0,0.02,2.174637564818418,-0.0323439356081058,139.04999968571428,1.0,1.0,1.0,0.005,-0.4050675007076972,107.76716444285717,0.0,1.0,0.0,0.041,1.1827014218560172,0.167105902804295,79.1978574142857,1.0,0.0,0.0,0.021,1.1361169493584151,0.7084060737010203,226.38692875,1.0,0.0,1.0,0.008,1.704594369694617,-0.0112028713711045,300.9629998,1.0,6.0,0.0,0.057,-0.8725116127356174,-0.6114750821645941,58.73676676428571,1.0,0.0,1.0,0.059,0.3933467852120211,-0.5555724250104772,2.6470714285714285,0.0,1.0,0,0.042,0.7949549425254058,-0.2235277241499063,,,,0
161,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.032,-1.528536972628475,-1.7292248445545364,,,,0
162,,,,0.0,0.028,0.0,3.0,0.0,0.018,-1.6103777738258864,2.195977853946471,123.99085742857145,0.0,0.0,0.0,0.028,-2.173352193378856,1.7204492753297544,43.32364277857143,0.0,0.0,1.0,0.022,2.011692662724196,2.382057452496318,118.58921453571428,1.0,5.0,1.0,0.018,2.026338940780191,104.26138545714284,1.0,4.0,0.0,0.066,-1.4690038612210867,3.048388783320788,13.909303557142856,1.0,0.0,0.0,0.035,-0.5887187572067015,2.3130258299922333,113.11814296428572,1.0,0.0,0.0,0.014,1.5898264114821783,1.155341729901093,212.75421405,1.0,4.0,0.0,0.059,-1.484908365644363,0.5144301170379042,14.2314286,0.0,0.0,1.0,0.028,-0.1002832502130208,-1.383161108316853,1.9175,0.0,5.0,0,0.016,0.4009494511986029,-0.827798926838079,,,,1
163,,,,1.0,0.017,0.0,0.0,1.0,0.011,-0.4764429449049802,-0.9656910187179988,177.83814256428573,0.0,0.0,1.0,0.008,1.1073487436731335,-0.3048631084905382,56.14828565714285,1.0,0.0,1.0,0.027,1.000772581257087,-0.4269660787598938,167.58871405714288,1.0,1.0,0.0,0.004,-0.2960171836346825,105.0021213,0.0,0.0,0.0,0.016,1.174768798609794,-0.794947299704333,126.34353607142856,1.0,0.0,1.0,0.005,1.6280753696998114,-1.0973217901225258,286.2058583285715,1.0,0.0,1.0,0.006,1.0261996075275863,-0.6196059902101427,347.0579297785714,1.0,0.0,1.0,0.023,0.5520281712832857,-1.2286386896286876,158.2338946,1.0,1.0,1.0,0.068,-0.6796209331714571,-0.6611604893891695,2.1030714285714285,1.0,1.0,1,0.158,-1.2737422275681487,0.4109945525943846,,,,1
164,,,,1.0,0.032,0.0,1.0,1.0,0.005,0.1077894460252496,-1.161556791874559,,0.0,0.0,0.0,0.005,0.5872170976080959,0.3369234815358344,,0.0,1.0,0.0,0.01,0.7775261071181233,-0.5913378657586902,,0.0,0.0,0.0,0.008,1.6958152265134538,,0.0,0.0,0.0,0.01,-0.7033997777947003,-0.6643459294890273,,0.0,0.0,1.0,0.004,1.2230259959253504,-1.1508970323622658,,0.0,0.0,0.0,0.003,0.9107090165047356,-1.2451683949590635,,0.0,0.0,1.0,0.015,0.929311292026396,-1.2488955195367153,,0.0,2.0,0.0,0.039,-1.0170904384755,-1.1898822047973148,,0.0,0.0,1,0.025,0.8885680831620614,1.6957359707462771,,,,0
165,,,,0.0,0.007,0.0,0.0,1.0,0.008,-0.029985004878127,1.608030432497937,120.3713572357143,0.0,0.0,1.0,0.006,1.9513428259365464,1.2937429180074111,54.82264281428572,0.0,4.0,0.0,0.009,-0.4982654124092119,2.9502151085012724,163.04507132142857,1.0,0.0,1.0,0.004,1.5700179211514946,109.70517855714286,1.0,3.0,0.0,0.024,-1.8333639354947664,1.3111673888203064,62.39883925,1.0,0.0,0.0,0.011,0.4394271436970683,0.591505321208796,172.91650065,1.0,0.0,0.0,0.005,1.2056192620646504,2.2380761573224,275.93035670714283,1.0,0.0,1.0,0.018,1.1384591533182469,-0.9829043268490094,20.640718985714287,0.0,1.0,1.0,0.051,1.915246078620864,3.1231899616533885,6.415071428571428,1.0,6.0,1,0.046,2.255929663964276,3.094374096699068,,,,0
166,,,,1.0,0.014,0.0,2.0,0.0,0.005,0.1450097961768906,0.1639015276310673,121.13342865,1.0,0.0,0.0,0.014,-0.2346965499373006,1.6673421267191135,53.16292858571429,1.0,0.0,1.0,0.008,1.6674301750745284,1.4932927524317865,142.84542869285713,1.0,2.0,1.0,0.007,,,0.0,1.0,0.0,0.09,-2.8598480970333786,2.2520515412819155,42.923178521428575,1.0,0.0,0.0,0.021,-0.5387257082419269,2.9419523985785028,144.80414275714287,1.0,0.0,0.0,0.005,1.8638709167257617,0.6328191069228067,248.5372140785714,1.0,0.0,0.0,0.053,-0.8559338914008863,0.8785296007393065,22.747366557142858,0.0,0.0,1.0,0.033,-0.2629618530699935,-0.4623102529675298,2.4075,1.0,2.0,0,0.19,1.5622481050395407,3.124314421711868,,,,1
167,,,,0.0,0.028,0.0,0.0,1.0,0.008,-0.5225270467286803,-0.4358655127473168,168.12764192142856,1.0,2.0,1.0,0.007,-0.6687240492832796,-1.1517808004002117,47.59814289285714,1.0,2.0,0.0,0.015,-0.1573791316081893,-0.7462648191720286,137.6541426857143,1.0,0.0,0.0,0.004,0.0883909320868927,107.05066406428573,0.0,0.0,1.0,0.039,1.7842571199233637,-0.5135912018115179,94.41307175714284,1.0,4.0,0.0,0.008,0.953138159270024,-1.6710112475184706,241.01407208571425,1.0,0.0,0.0,0.009,0.0341012003833519,-1.5660093568744204,305.58407155000003,1.0,0.0,1.0,0.041,0.1480502219305704,-1.6248379501813737,80.50921432142857,1.0,0.0,1.0,0.044,-0.0271746059405986,-1.223485087795198,2.290928571428572,0.0,2.0,1,0.02,0.3583869968450551,0.977090746480498,,,,1
168,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.045,0.3552822103802678,-0.3963743949393709,,,,0
169,,,,1.0,0.008,0.0,0.0,1.0,0.005,1.6975462948418156,-0.7597613900658828,116.35785736428572,1.0,2.0,1.0,0.004,0.6561673555288442,-0.4320334804870608,45.79600008571428,1.0,2.0,1.0,0.008,-0.5396897562028289,-0.7944329049730092,134.97800000714284,1.0,3.0,1.0,0.006,-1.454678276712997,112.89658580714286,0.0,0.0,1.0,0.016,1.1971126430750776,-0.2213357092017578,25.602124942857145,1.0,3.0,1.0,0.007,1.0569370495756425,-0.5519953148515725,126.5477139857143,1.0,3.0,1.0,0.004,0.4616739961625331,-0.3730603622782522,229.89178587142857,1.0,3.0,0.0,0.024,-0.3830151763494726,-0.8741470277070329,16.637119128571427,1.0,0.0,1.0,0.074,2.2688584098918505,-0.2666119456481015,2.4539285714285715,1.0,2.0,1,0.14,2.095190887197197,2.750860394213648,,,,1
170,,,,1.0,0.039,0.0,1.0,0.0,0.006,-0.1876475591808361,-0.7604288232140842,,0.0,2.0,0.0,0.007,-0.702928753886561,-0.5313055694647587,,0.0,0.0,0.0,0.019,-1.7782413370756769,1.3349078936888972,,0.0,0.0,0.0,0.006,1.6253404592629657,,0.0,0.0,0.0,0.028,-1.051487997861277,1.5925895230188185,,0.0,0.0,0.0,0.015,-0.9159488561688028,1.6676255920662408,,0.0,0.0,0.0,0.013,-1.1736820862091124,0.3421141985785007,,0.0,0.0,0.0,0.044,1.1391773251380422,0.4153168823723234,,0.0,2.0,0.0,0.046,0.331187962774515,0.8868179224804833,,0.0,2.0,0,0.03,0.7009071829781249,0.2170873417945476,,,,0
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.03,-0.4937026264409043,-0.9523499105706312,,,,1
172,,,,0.0,0.024,0.0,0.0,1.0,0.011,1.7095740788466482,-0.3922375930106991,170.10835713571427,1.0,9.0,0.0,0.006,0.9743124752864988,-0.4638923584670469,63.78178561428571,1.0,2.0,0.0,0.02,-0.1024971468960052,-1.00424384920582,209.34214257142847,1.0,0.0,1.0,0.004,-0.6869633190022694,106.31712847857143,1.0,0.0,0.0,0.021,1.9180376141541808,0.78490370169208,137.66983940714286,1.0,5.0,0.0,0.009,1.2587402303566535,-1.2580435534616865,317.46078647142855,1.0,2.0,0.0,0.007,0.7165270065488155,-1.033295200382383,386.6434997357143,1.0,0.0,0.0,0.03,0.0758359003463637,-0.8308689323296021,224.45697595714284,0.0,0.0,0.0,0.03,-0.1532451591429057,-1.0782928973020356,2.895142857142857,1.0,0.0,0,0.082,-0.7491201145439708,-0.9007295032102756,,,,0
173,,,,1.0,0.072,0.0,1.0,1.0,0.009,2.601962923823064,2.211713704929706,170.44778584285714,1.0,3.0,1.0,0.01,0.9889025435517392,-0.5554258576470947,62.92192852142856,1.0,3.0,1.0,0.017,0.2286448473500497,0.1001923207415095,204.1779283571429,1.0,2.0,1.0,0.009,0.8254075909697226,105.92052137142858,1.0,0.0,1.0,0.02,-0.5220824608991687,-0.1236362202726488,136.62589311428573,1.0,3.0,0.0,0.015,-0.5660184940614074,1.2809799589291582,313.57592929285715,1.0,2.0,1.0,0.009,1.924225117330828,-0.276986523808424,380.1179290785714,1.0,3.0,1.0,0.045,-1.0227851303658766,-1.1413567364040145,219.4982852142857,1.0,1.0,1.0,0.092,1.6817870243658088,0.4609597626369666,2.719857142857143,1.0,1.0,1,0.058,0.8278486273798601,1.331090145665584,,,,0
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.038,1.289497600622214,-0.1075967377510749,,,,0
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.043,2.468948691781836,2.3210737608829426,,,,1
176,,,,1.0,0.008,0.0,1.0,1.0,0.005,-0.1113983933020241,-0.6458887912028611,181.82792823571427,1.0,1.0,1.0,0.006,-0.6512936420523542,-0.9921079757397452,48.95485715,0.0,1.0,0.0,0.018,1.0608847118726084,-0.0327534689087774,184.54471488571428,1.0,0.0,0.0,0.01,1.2929571661458872,146.17566440714285,1.0,1.0,1.0,0.022,1.3158444643583185,-1.3131238300919363,465.02700019285714,1.0,4.0,1.0,0.007,1.660368047862172,-1.281638777344812,378.8283567,1.0,4.0,1.0,0.005,1.721583184469876,-1.717442231713369,448.3575723071429,1.0,4.0,0.0,0.037,-1.2832744194241763,0.1276456867660328,244.7922139857143,0.0,1.0,1.0,0.056,-0.0032553196732203,0.4434409424542453,3.8042857142857134,0.0,3.0,1,0.041,-1.2899588373539903,0.1892201815111827,,,,1
177,,,,1.0,0.026,0.0,1.0,1.0,0.008,2.3913333342343046,1.5593592582693934,122.25307167857144,1.0,4.0,0.0,0.004,1.5789832438391007,-0.4786318674925344,50.424499864285714,1.0,0.0,0.0,0.01,1.0182517166270824,0.8208544215141802,150.37549943571426,1.0,0.0,0.0,0.006,-3.037688006934649,,0.0,0.0,0.0,0.026,0.9578188686030068,0.240756855652237,39.59101768571429,0.0,0.0,0.0,0.008,1.3418025849274444,0.478636842487196,174.0083571357143,1.0,0.0,0.0,0.006,1.196669770002672,0.7290801330068251,276.3016420928571,1.0,0.0,1.0,0.031,0.8274687126783504,-1.0206372776913817,18.66510472857143,0.0,1.0,0.0,0.046,1.5333582195363538,2.1632022709355923,5.359285714285714,0.0,0.0,1,0.065,1.976496049729833,1.1459078162337282,,,,1
178,,1.0,,0.0,0.017,0.0,2.0,0.0,0.006,-0.556524634203292,-0.6242160702407324,173.92792880714285,0.0,0.0,0.0,0.017,-0.8339296998213828,0.190471056571843,56.47335711428571,0.0,0.0,0.0,0.019,-0.0667335904084139,-0.7734078992352289,202.3902149785714,0.0,0.0,0.0,0.01,2.0921364870530743,120.03552145714283,1.0,4.0,0.0,0.048,-0.0296749541466207,-1.1910274078515584,243.99042832857145,0.0,0.0,0.0,0.032,-0.2978652582351584,-0.4358363794264031,351.03785726428566,0.0,0.0,0.0,0.025,-0.5489465079629576,0.1894670344298349,440.6500019285714,0.0,0.0,0.0,0.065,0.2055083618013525,0.1003313539776067,310.59395167142856,0.0,0.0,0.0,0.071,1.278618250203533,0.3863530383477488,4.595071428571429,1.0,0.0,0,0.019,-0.1008855725777298,-0.9376524830257422,,,,0
179,1.0,,,1.0,0.036,0.0,1.0,0.0,0.005,0.5822694813656333,-0.995132019891817,171.0679287428571,0.0,0.0,0.0,0.005,1.5200140983372064,-0.2288512156357231,62.27814274285715,1.0,3.0,0.0,0.008,1.7846481129069869,-1.1515352562398045,200.5362853928572,1.0,3.0,1.0,0.004,-0.7438361880458368,105.70489997857142,1.0,1.0,0.0,0.02,0.2201699098361724,-0.9635048624908022,136.14366097142857,1.0,0.0,0.0,0.009,0.6337172183365294,-0.4441601506531828,310.8268576857143,1.0,0.0,0.0,0.004,1.199873886259503,-1.1466895951554603,375.96642915,1.0,0.0,0.0,0.029,-0.7173540061749865,-0.3972190646172443,214.8605232,1.0,0.0,0.0,0.05,-0.5757007149968976,-1.2861485743627292,2.6247142857142856,1.0,0.0,1,0.039,-0.1731505897793054,-1.1374822890877978,,,,1
180,,,,0.0,0.009,0.0,1.0,1.0,0.007,1.5050933280872163,1.3666229484787629,116.89571421428572,1.0,2.0,0.0,0.005,-0.7888803638742524,2.348941260039201,49.84128562142857,1.0,0.0,1.0,0.013,2.053800072575408,1.5806287667505865,154.99835742857144,1.0,6.0,0.0,0.003,1.1385626738158166,111.54663595714284,0.0,0.0,0.0,0.046,1.414926436098453,2.596351347174666,51.1812677,0.0,4.0,0.0,0.008,1.1170612063395775,0.2459122535133255,171.32271477857142,1.0,4.0,1.0,0.005,1.7028800521395178,1.2502656250086224,274.11785715714285,1.0,1.0,1.0,0.013,-0.2987672622974486,-1.1516136817266882,21.1682762,0.0,1.0,1.0,0.029,1.339999069910394,-0.868880941429485,6.275785714285714,0.0,5.0,1,0.011,0.5178658444481065,0.2218188046321348,,,,1
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.023,1.604034592006246,0.323101578793273,,,,1
182,,,,1.0,0.011,0.0,0.0,0.0,0.004,-2.303906607020392,-0.7664210687526468,124.53742886428572,0.0,0.0,1.0,0.008,-2.2372766318121995,0.2582130058963148,57.60392853571429,0.0,0.0,1.0,0.011,1.435666694905629,-0.145590656198252,155.84492897142854,1.0,3.0,0.0,0.003,1.1513598174535395,109.25398572142856,1.0,0.0,1.0,0.013,0.7090395060641373,-0.4762571181001115,57.75785714285715,1.0,0.0,1.0,0.01,0.8357934038099343,-0.0194497401342392,164.19914300714285,1.0,0.0,1.0,0.006,0.1090158729614266,-0.9794039056804634,270.36321388571423,1.0,0.0,1.0,0.054,1.6683932033907345,0.2647935500549748,21.064061864285712,1.0,7.0,1.0,0.092,2.287467961633729,1.2408083100307854,4.873785714285714,1.0,1.0,1,0.051,-0.4628413788297629,-0.5091329283268968,,,,0
183,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.013,1.0275104068292162,-0.7299246753613805,,,,0
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.009,1.3573300728868398,-1.449152776773901,,,,1
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.015,-1.2358685875129662,-1.4399916976062903,,,,0
186,,,1.0,0.0,0.033,0.0,0.0,0.0,0.021,-1.0395094877666538,0.6852001549842555,170.51071405714285,0.0,1.0,0.0,0.018,-1.99967305847486,0.2688051448236607,50.79535702142857,0.0,0.0,0.0,0.032,-1.6929255243875785,0.4088229932503722,187.0136435142857,0.0,0.0,0.0,0.006,0.6609979003329539,131.86721423571427,1.0,2.0,1.0,0.07,-0.6125058190900524,0.9037125795602567,187.0736425928572,0.0,1.0,0.0,0.036,-1.6478211159645677,1.8385233052485623,313.4041421285714,0.0,0.0,0.0,0.031,-1.8255027870956368,1.2861025828397543,410.46150097142856,0.0,0.0,0.0,0.043,0.4987961294223796,0.2103527598093591,280.58211986428574,1.0,0.0,0.0,0.096,-1.3450832277659792,-0.2620024738502495,5.413071428571428,1.0,0.0,0,0.073,-1.4434054715540126,0.9982951722304736,,,,1
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.045,-1.4746159136539458,-0.86106113471097,,,,1
188,,,,0.0,0.016,0.0,0.0,1.0,0.01,2.537487559759843,2.612837036271426,120.8596430214286,1.0,1.0,1.0,0.006,1.2764206112584209,-0.1112421027806169,52.76521434285714,1.0,2.0,1.0,0.013,0.7887713797976496,0.1351436581452705,142.2055003642857,1.0,2.0,0.0,0.009,,,0.0,0.0,0.0,0.022,0.4153823794005171,-0.1503192659484796,41.64133921428572,1.0,0.0,0.0,0.006,0.6645786728124653,0.3517492530481608,143.9219997785714,1.0,0.0,0.0,0.003,-0.2480665046791664,0.9938254690421654,247.4734285357143,1.0,0.0,0.0,0.042,0.5811082492639841,1.4282986753190894,22.744985635714283,0.0,3.0,0.0,0.069,-1.1119863149545317,0.1971419028407794,2.357285714285714,1.0,0.0,0,0.056,1.221060179359832,0.1774790698636824,,,,1
189,,,,0.0,0.018,0.0,1.0,0.0,0.011,-0.6564917166233628,1.3573620437181415,110.02378567857144,1.0,0.0,0.0,0.005,1.5139884390503078,0.6645143158909175,39.8704286,1.0,0.0,0.0,0.007,1.5889101119879332,-0.6264555420581597,109.62764268571428,1.0,0.0,1.0,0.006,-0.6551252037485592,117.77687853571427,0.0,2.0,1.0,0.014,1.9952904113507663,1.0944982196564983,7.621482142857142,1.0,2.0,0.0,0.012,1.4032255471313624,-1.2691146433916112,107.70814301428572,1.0,3.0,0.0,0.005,1.6316866571802282,-1.45465049407707,200.4117853642857,1.0,3.0,0.0,0.023,0.5404149111807866,-0.9948581907826628,14.371780957142857,1.0,0.0,0.0,0.05,0.7815998435988321,-0.7999500438786692,2.618642857142857,0.0,0.0,1,0.006,1.1062204535820654,-1.0291200236330038,,,,1
190,,,,1.0,0.04,0.0,1.0,0.0,0.006,0.4029869821175711,0.300428179872839,167.70835677142856,1.0,0.0,1.0,0.007,1.1498516548686926,-0.7176696975014368,62.58157135,0.0,0.0,1.0,0.018,-1.237569812825256,1.2045925251988605,223.4840002,0.0,1.0,1.0,0.006,-1.9275462139119053,112.14910710714284,1.0,0.0,1.0,0.038,-1.187413211902829,-0.3102537987581591,243.5046786857143,1.0,1.0,1.0,0.015,-1.046911337830798,1.0101210620474976,377.45871535,1.0,1.0,1.0,0.011,-1.2594657912408824,0.880600805344237,451.1501427714286,1.0,1.0,1.0,0.038,-0.6906768875793803,-0.1916568595915636,289.9631429214286,1.0,1.0,1.0,0.063,1.7949770200727784,0.95084170847115,3.7377142857142855,1.0,1.0,1,0.032,-0.3380378519034712,-0.7279802603174634,,,,0
191,,,,0.0,0.0,0.0,0.0,0.0,0.004,-0.0282644431581135,-1.6862893329653734,168.10399996428572,0.0,0.0,0.0,0.01,0.4541358224294681,-0.9677733133764448,64.56199990714285,0.0,0.0,0.0,0.015,-0.7062470896807783,-1.8087467286584524,222.88514260714285,0.0,0.0,0.0,0.011,1.4567871903571623,109.85913538571428,1.0,2.0,1.0,0.027,-0.4384262132246444,-1.528865302310658,182.8651427428572,1.0,0.0,0.0,0.014,-0.649965232936147,-1.05337620901184,351.1033588785714,1.0,0.0,0.0,0.013,-0.319925399092597,-1.042644359293933,428.0677845142857,1.0,0.0,1.0,0.02,1.0898074797268953,-0.9613534997213832,227.41616775,1.0,1.0,1.0,0.054,1.6641336714649158,1.7014092705358412,3.734714285714286,1.0,3.0,1,0.06,1.3888474599986724,1.1627562371231068,,,,1
192,,,,0.0,0.026,0.0,0.0,0.0,0.007,0.6517462650806921,-0.1548494486405385,178.01228546428572,0.0,1.0,1.0,0.012,-0.337622645735706,0.0142136667195084,56.76364280714286,1.0,1.0,1.0,0.028,-0.3896283824855985,-0.413089457740758,170.5616425714286,1.0,1.0,0.0,0.003,2.5775166853568616,104.87029265714284,0.0,3.0,1.0,0.028,-0.227645610858999,-0.8027875233994081,127.65185745,1.0,1.0,1.0,0.024,0.391559392180541,0.2061446903055817,288.8826440357143,1.0,1.0,1.0,0.019,-0.6926547545484154,0.1440938675728625,349.72007316428574,1.0,1.0,1.0,0.057,-0.3279659672243722,-0.5765656606074204,166.29141381428573,1.0,1.0,1.0,0.065,0.1207094212442844,-0.5842173135393925,2.115214285714285,1.0,1.0,1,0.068,0.2536908611161471,-0.2885490664369,4.0,6.0,50.0,1
193,,,,0.0,0.008,0.0,0.0,1.0,0.01,0.7049803148949088,1.0716911135098717,120.8073573,1.0,1.0,1.0,0.007,1.8789657591550784,-0.927690647611978,52.28842861428571,1.0,1.0,1.0,0.007,-0.3597069615069055,-1.1498953286031492,141.7184289142857,1.0,1.0,0.0,0.008,1.024435011872746,,0.0,1.0,1.0,0.016,1.5030732445726638,-0.6447050844147713,39.913303492857146,1.0,2.0,1.0,0.005,1.5521515920596718,-0.1528040296050058,142.72014278571427,1.0,2.0,1.0,0.003,1.8187031266310048,-0.9350214857529622,246.15314285714288,1.0,5.0,0.0,0.028,-1.3820742606083278,-0.1530969870292043,22.75696183571428,0.0,0.0,1.0,0.059,1.7196804027314954,0.8564409208465316,2.2858571428571426,1.0,2.0,0,0.059,0.8437628882314614,0.6851985273026584,,,,1
194,,,,1.0,0.017,0.0,2.0,0.0,0.008,-1.6835439734517668,0.4800132865901574,180.29842845,0.0,0.0,0.0,0.008,-1.6921876689270008,-0.1405357813976743,49.136642842857135,0.0,0.0,0.0,0.017,-1.98739061364347,0.8726845753961153,183.63678547857145,1.0,0.0,0.0,0.004,1.3737209514187545,137.2320580357143,1.0,2.0,0.0,0.029,-0.4889198323767492,0.5520749430126715,325.4193568785714,1.0,0.0,0.0,0.014,-1.539201781149517,0.1691976249981167,333.6878574928572,1.0,0.0,0.0,0.011,-1.7520511110603674,0.4268035923053541,420.2815004571429,1.0,0.0,0.0,0.038,-1.9498635861125493,1.346820270717172,211.68249982857145,1.0,0.0,0.0,0.027,-1.1205003708062318,-0.4036408570132052,4.661428571428571,0.0,0.0,0,0.018,-2.120791681593013,0.8025439258927828,,,,0
195,,1.0,,0.0,0.032,0.0,0.0,0.0,0.008,0.1749211182910854,0.0443277502906344,155.8632849642857,1.0,0.0,1.0,0.007,0.3396568945382734,-0.7378960801846831,47.35992868571429,1.0,0.0,1.0,0.012,1.6098357815456406,0.1007472394243464,140.9960713,1.0,0.0,1.0,0.003,-1.5797168082752928,108.14822872857144,0.0,0.0,1.0,0.031,0.5039357162763435,-0.7646739028465899,73.94717892857143,1.0,0.0,1.0,0.016,0.5235654868595977,0.3303347824375247,221.0000713642857,1.0,0.0,1.0,0.007,1.1633650271082092,-1.206758354583669,300.84914307142856,1.0,0.0,1.0,0.044,0.8652693559566863,-0.4815605122202988,50.86903332857143,1.0,0.0,1.0,0.047,1.7912267214338566,-0.925082591215519,2.992142857142857,0.0,0.0,0,0.014,-0.975792104278888,0.0169321574196186,,,,1
